id_ff	title	ff_link	author	author_link	text
10	"Сеанс психоанализа
            "	https://ficbook.net/readfic/113687	Karasik	https://ficbook.net/authors/47198	"
- Шерлок… Иногда он абсолютно невыносим. Нет, я, конечно, ничего не имею против хорошей погони и даже перестрелки…но не в три же часа утра! И как жить с человеком, который будит тебя посреди ночи, выливая стакан холодной воды на голову? А мне потом там еще спать! И как я все это терплю? 

Собеседник Джона, казалось, понимающе кивнул. 

- А вчера? Вчера он снова стащил мой лэптоп, взломал мой блог и от моего имени ответил на все комментарии! И прочитал мою переписку с сержантом Донован, где мы обсуждали рецепт пирожков с ежевикой! Это же святое! Нет, я все понимаю, но должны же быть какие-то границы! Правила, что ли, – Джон посмотрел на собеседника, ища поддержки.

- Да, я уже привык к его игре на скрипке всю ночь напролет, так нет! Теперь он играет под дверью моей комнаты! Моей! Вчера из-за этой ночной «серенады» я полночи не спал! Как так жить? Что? Возможно, он хотел этим что-то сказать? Интересно… И что, например? Нет-нет, определенно, нужно что-то менять, - Джон сделал паузу. Его собеседник успокаивающе молчал.

- А эти колбы на кухне? Да там готовить-то страшно, того гляди вместо соли попадется какой-нибудь реактив! На прошлой неделе в чайнике я обнаружил живых золотых рыбок. Зачем Шерлоку рыбки? Что, ему нужен…эээ…питомец, чтобы отвлечь от скуки? Купить Шерлоку…кого? Рыбок? Вряд ли им повезет больше, чем тем, что я обнаружил в чайнике. Это был последний раз, когда я их видел. Морскую свинку? Сомнительно, что она продержится дольше рыбок. Кошку? Возможно, кошка бы ему подошла. Да я уже и сам начинаю чувствовать себя его зверушкой! Подопытным кроликом! Проводит на мне эксперименты, проверяет теории, что дальше? Как бы и мне не повторить судьбу несчастных рыбок.

- Джон.

- Что, Шерлок? – доктор нехотя прервал свою душещипательную беседу.

- Возьми мою карту.

- Ты о чем?

- Кредитную карту. Воспользуйся моей.

- Эээ, зачем?

- Очевидно, ты на мели. У тебя нет денег даже на психотерапевта.

- И как ты догадался?

- Ну, это было не сложно, судя по тому, что ты разговариваешь с головой в холодильнике.


"
11	"Почему ты не голый?
            "	https://ficbook.net/readfic/988655	Алисия Тень	https://ficbook.net/authors/139999	"- Слушай, Эрен, я вот одного понять не могу… - задумчиво проговорил Армин, вертя как-то за ужином в руках ложку. – Почему ты не голый?
- Чего? – икнул Йегер, подавившись кашей. Микаса, до того пившая чай, поперхнулась и, разбрызгивая напиток, словно из пульверизатора, начала истерически откашливаться.
- Ну, я имею в виду, когда вылезаешь из гиганта! – панически замахал руками Армин, давая понять, что спрашивал без какой-либо задней мысли и его просто не так поняли.
«Видимо, я как-то неправильно выражаюсь, что меня люди вечно не так понимают», - с тяжким вздохом подумал юноша.
- Вот смотри, - продолжил Армин, дождавшись пока Микаса, наконец, откашляется и друзья будут готовы слушать его дальше. – Превращаясь в гиганта, ты выращиваешь плоть из своего тела;  наращиваешь ее вокруг себя, занимая позицию ниже затылка. Теоретически… когда ты вот эту самую плоть наращиваешь, она должна разрывать твою одежду. И логически, вылезая из гиганта, ты должен быть голым! Но почему-то этого не происходит. Я совершенно четко помню, что когда во время битвы за Трост тебя проглотил гигант, на тебе была форменная куртка! Но когда ты выбирался из своего гиганта, она куда-то исчезла, а вот остальная одежда осталась. Причем в таком виде, в каком она была на момент превращения – без одного рукава и с половиной штанины. Получается, твоя система превращения намеренно восстановила твою одежду. А значит… вероятно, твой отец как-то внедрил эту функцию в вакцину, которую вколол тебе. Вот только не пойму, как подобная мысль пришла ему в голову…
Армина перебило невнятное бормотание, которое исходило от сидевшей неподалеку Микасы.
Первым, что он заметил, были широко распахнутые глаза, в которых дрожали расширенные зрачки. Руки девушки тряслись, изо рта неспешно капали слюни, а из носа обильно текла кровь!
- Голый… Эрен! – бормотала Микаса дрожащим голосом. – Голый Эрен… все эти разы… когда я обнимала его и прислушивалась к его сердцебиению… когда он создал каркас гиганта, чтобы защитить нас… когда он запечатал брешь в стене Роза… все эти разы он должен был быть голым! Все эти разы я могла смотреть на голого Эрена… прижимать к себе голого Эрена!..
- Эй, Микаса, успокойся! – воскликнул Армин и, не обращая внимание на ошарашенного Эрена, принялся панически затыкать нос Микасы салфетками. 
Да уж… как доктор Йегер сделал так, чтобы его сын после превращения оставался в одежде, Армину, наверное, никогда не узнать. Зато мотивы этого поступка теперь были вполне понятны! Видимо, еще пять лет назад отец Эрена уже понял, что не прими он необходимые меры… и при первом же превращении парня Микаса немедленно умрет от назального кровотечения!
"
12	"Признание
            "	https://ficbook.net/readfic/2675808	VosmajaMarta	https://ficbook.net/authors/113838	"Саске долго готовился к признанию. Анализировал свои чувства, взвешивал все «за» и «против», убеждался в правильности принятого решения и ждал подходящего момента, чтобы все получилось идеально. Оказия все никак не подворачивалась: то одно, то другое – а делать все абы как не позволял врожденный перфекционизм.

Время шло, признание откладывалось, и в один момент Саске поймал себя на неприятной мысли: а может, он просто малодушничает? Не может решиться и придумывает себе оправдания? Ждет какого-то мифического удачного момента, который никогда не настанет?

Плевать на идеальность! – пришло решение. Надо просто прийти и сказать Сакуре все так, как есть. Прямо сейчас. И не важно, что поздний вечер, что Саске уставший, помятый и грязный после очередной стычки – главное, чтобы нужные слова были сказаны как можно скорее.

К счастью, Сакура еще не спала. И кажется, даже обрадовалась, увидев Саске.

– Знаешь, – решительно сказал он Сакуре прямо с порога, – я понял, что ты мне симпатична. Не просто как друг, а как девушка. Может, сходим куда-нибудь?

Сакура смерила его очень долгим и очень внимательным взглядом.

– Хорошо, – кивнула она, – только не завтра. Завтра у нашей дочери торжественная церемония в Академии, ты не забыл?"
13	"Натуральные поцелуи с братом и никакого инцеста
            "	https://ficbook.net/readfic/8780710	фелина пшеничка	https://ficbook.net/authors/2963704	"Хеви, вновь устроив перепалку в школе насчет музыкальных предпочтений, яро быковал на одноклассника Суслика, разгуливающего с колонкой орущей очередной куплет про женщин легкого поведения, наркотические вещества и автомобили. Классная руководительница не особо одобряла подобное, поэтому оставшийся час роцкер сидел в углу кабинета и писал очередную объяснительную, пока Залупа Валентиновна пыталась достать ножницами до «патлов» мальчишки. А рэпер тем временем, вновь разгуливал по школе, как ни в чем не бывало. Горилла конченая, по мнению шатена, да еще и дохуя удачливая.

Утренний молочный туман за окном медленно пробирался через открытое окно, вместе с тусклыми осенне-зимними лучами ледяного солнца, братья вдыхали аромат цветущих ноябрьских петуний и флоксов.
Под окном кричали невнятные обрывки фраз резвящиеся школьники и дети, а младший продолжал невольно кривится от боли.
— Больно, б-бля, — процедил сквозь зубы младший, предварительно скрививши свою набитую Сусликом физиономию.
Старший же, наоборот, безразлично смотрел на обиженного жизнью Хеви и старался приложить к его ярко выраженному фингалу под глазом пакет замороженных пельменей, дабы хоть как-то снять опухоль.
— У нас, к слову, лампочка в ванной перегорела, пойдем «посветишь», — ехидно отзывался Ди, наблюдая за тем, как и без того фиолетовое лицо заливается красной краской от желания врезать брату, — Да ну тебя, идиота, — обиженно фыркнул младший металлист, отодвигаясь в конец кровати от протянутой руки с холодненькими пельмешами, соприкасаясь лбом со стеной, увешанной различными плакатами.
— Ну и дурень, я же к тебе с лучшими намерениями, — закатив глаза буркнул вновь безразлично блондин, поднявшись с койки младшего брата, на что получил злой прожигающий спину взгляд, — Ну что еще?
—…Я передумал, приложи опять, щека зудит у-у-ужасно, — протянул Хеви, оттягивая край черной футболки братца. Ди, ничего не ответив, закатил глаза, но выполнил просьбу, — Залупа Валентиновна сказала, что опять нажалуется родителям за драки, — вновь начал жаловаться рыжий, закусывая губу от не особо приятных ощущений.
— Твои проблемы, ты же к Суслику полез, — пожал плечами тот, на самом деле морально подготавливая себя к наставлениям родителей. Оно и понятно, Глэм и Виктория чуть ли не каждый день посещают учебное учреждение. А Хеви в это время тактично разъяснял голубоглазому, как Слипкнот или Мановар превосходят всяких Элджеев, на что Ди даже не вникал, а молча вздыхал и периодически кивал.
Блондин, продолжая наблюдать за возмущением мелочи, отложил в сторону пакет с уже не таким холодным содержимым, внезапно мягко касаясь чужих губ, чувствуя на них запекшуюся металлическую кровь, младший же сначала оторопел, возмущенно пискнув, а после невольно поддался, углубив поцелуй и даже недопонимая, что за хуйня происходит.
Крупные ладони старшего брата легли на плечи партнера, сильнее сжимая их и притягивая к себе. Однако придя в себя, Хеви тактично оттолкнул от себя брата-пидора.
— Ч-чт… Д-ди, к-какого… — чуть ли не задыхаясь от смущения бредил зеленоглазый, а тому хоть бы хны, смотрел молча на младшего брата сверху вниз с присущей ему ухмылкой, как на идиота, мол сам виноват.
— Повторюсь, у нас лампочка перегорела, светить своим фингалом будешь? , — ехидно отчеканил блондин, делая невозмутимый вид.

Последнее что видел Ди, так это прилетевшую пачку пельменей в лицо."
14	"Цветы
            "	https://ficbook.net/readfic/6065314	the lost ocean	https://ficbook.net/authors/1588539	"У Драко все предплечье зацеловано самыми яркими цветами, на солнце они переливаются цветом розово-красным и оранжевым уютом, как закат поздним летом без синего пламени туч. Когда у Драко саркастически спрашивают, верит ли он в бред про родственные души, он почти мрачным смешком отвечает: «нет». Рубашка колет молочную кожу, всю разросшуюся пионами.

В книгах пишется, зацветают лишь нанесенные умышленно шрамы. Говорят, у соулмейта появляются такие же. Шепчут, у самых неудачливых людей цветы на теле. Драко потирает истертые лиловые ветки вен сквозь разросшиеся, ещё совсем юные ростки бутонов.

Шрам от вырезанной Чёрной метки все более неприятно щиплет бледную кожу.

Когда Гарри вновь останавливает Драко в залитом золотом коридоре после трансфигурации (у того идут неловкие киноварные пятна по скулам) и вновь целует, у него каждый раз замирает сердце — пушистые бутоны будто ломаются над венами и расцветают вновь. Гарри будто ничего и не замечает.

— Почему ты никогда не надеваешь одежду с короткими рукавами? — Гарри на мгновение переводит дыхание, отрываясь от тёплых губ Драко.

— Что за глупый вопрос, Поттер? Это не лучший способ показаться интересующимся моими делами, — надменно хмыкает Драко. Гарри только заявляет:

— Просто интересно, ты ведь всё лето в водолазках да рубашках и ходил, — Драко хочется ответить что-либо язвительное, но Гарри неожиданно делится, — у меня на левой руке цветы, представляешь? Гермиона давно сказала, что такое маловероятно, только если совсем редко. Перечитала все книги, сказала, даже если есть умышленные шрамы, не всегда есть родственная душа.

Драко неловко потирает алый сад пионов на бледно-молочной коже, надеясь, что Гарри не заметит случайного движения по предплечью.

— У тебя там метка? Но ты говорил, что давно избавился от неё. Подожди минуту…

Гарри успевает резко закатать рукав мантии и рубашки Драко до того, как тот напуганно хватается за мягкие бутоны, персиковым и грейпфрутовым переливавшиеся на закатном солнце. Первое время он ошеломлённо молчит, исследуя поток краснеющих цветов, а Драко тысячу раз винит себя в невнимательности.

— Ты вырезал себе ее, — вдруг понимает Гарри, нежно поглаживая лепестки пионов на дрожащей коже. — У меня такие же. О, Мерлин, какой же ты…

Драко ощущает, как мягкие полные губы вновь целуют его, руки зарываются в светлые волосы, и, кажется, первый раз действительно благодарит что-то за такой прекрасный сад."
15	"Соулмейтов не выбирают
            "	https://ficbook.net/readfic/6377840	SSM_Sterek	https://ficbook.net/authors/1547800	"ㅤㅤВсе считали Рождество чудом из чудес. Дерек считал Рождество пустой тратой денег и хитрым ходом маркетологов, пытающихся выманить у вас последние денежки, но так, чтобы это выглядело не навязанными покупками, а вынужденными. Покупки папе, маме, сестрёнке, братишке. Это подарки, но подарки не от сердца, а лишь в честь «праздника», яркого и величественного. 

ㅤㅤДерек думает об этом, стоя на кассе «Волмарта» и выгружая на ленту продукты из своей тележки. 

ㅤㅤДерек ненавидел Рождество, а его соулмейт, судя по всему, обожал. На что намекала надпись, идущая через всю его спину. И это заставляло Дерека ненавидеть и свою родственную душу. Просто так. За компанию. 

ㅤㅤВпереди стоит пожилая леди, крепко сжимающая в руках сумочку бордового цвета, в тон ее длинным и заострённым ногтям. Хейл пытается отвязаться от навязчивой мысли, будто бы эта женщина расчленила кого-то ими и просто забыла помыть руки, прежде чем идти и покупать милую маленькую ёлочку.

ㅤㅤ— Ненавижу Рождество, — злобно проговаривает Дерек, ни к кому не обращаясь, а скорее просто бурча себе под нос.

ㅤㅤ— Рождество — это время исполнения желаний. Рождество — праздник, когда истинная красота зимы показывает себя. Рождество — это день, когда ты можешь оставить прошлое позади и переродиться, чтобы стать кем-то новым. Стать улучшенной версией себя. Поэтому я не понимаю, как можно ненавидеть что-то такое светлое и чистое, как Рождество. 

ㅤㅤДерека прошибает холодный пот. Надпись на его спине неприятно чешется, а он во все глаза оглядывает смешного паренька в шапке Санты, что сейчас выставляет покупки прямо за его спиной. У него огромные карие глаза и вздёрнутый нос. Он выглядит по-настоящему счастливым. Раньше Дерек всегда думал, что нельзя описать человека как «источающего солнечные лучи», но сейчас он понимает, что это не преувеличение. Парень выглядит сияющим.

ㅤㅤ— Ты можешь заставить меня поверить в это, — впервые с его губ срывается то, что он до того не осмыслил. Фильтр между мозгом и языком пропадает на пару секунд. А парень, этот идеальный солнечный мальчик, поднимает свой до того сосредоточенный на ленте взгляд на него и начинает заливисто смеяться. Этот смех заставляет Дерека задержать дыхание на пару секунд, кажущихся вечностью.

ㅤㅤ— Меня зовут Стайлз, и на это у меня будет вся наша жизнь, — смешная шапка слетает с его головы прямо на пол оттого, как он громко и счастливо смеётся. Дерек не может не подхватить этот смех. Они стоят посреди очереди и смеются. И в этот момент Рождество становится не только праздником, навязанным маркетологами, а чем-то большим."
16	"Поцелуи
            "	https://ficbook.net/readfic/3723233	Lady Of The Lake	https://ficbook.net/authors/77945	"Сегодня ты поцеловала Адриана. Ну, условно не ты, а Ледибаг, но всё же. Это произошло в момент, когда ты налетела на него, спешащего укрыться от творящейся в городе разрухи, и вы оба были по непонятной причине так рады, что, когда он попросил, ты, не раздумывая, оставила поцелуй на его губах и улыбнулась, смотря на его застывшее выражение. А затем побежала спасать Париж.

Сегодня ты поцеловала Адриана, и это, несомненно, лучшая победа, которую стоит отметить красным маркером в твоём календаре. Значит, он влюблён в Ледибаг, и это так замечательно! Ведь Ледибаг – это ты. И это лучшая награда, которой можно удостоиться за все битвы.

Сегодня ты поцеловала Адриана, и непонятная улыбка не сползает с лица Кота. Его губы дрожат, а взгляд постоянно падает в твою сторону. Не сказать, что обычно так не случается, просто Кот сегодня уж слишком довольный и притихший. Хотя, в общем-то, тебе не до этого, что даже когда он кладёт свою руку поверх твоей, ты удостаиваешь его только усталым взглядом, который мечтательно поднимается в небо. Увидеть бы Адриана скорей.

Сегодня ты поцеловала Адриана, а уже завтра Адриан целует тебя, счастливо улыбаясь и опуская ладони с твоей шеи. Ты – Ледибаг, но вы оба счастливы, и он говорит, что это «на удачу». И пусть её у тебя в избытке, ты трогаешь место прикосновения пальцами в перчатках и неосознанно улыбаешься.

Адриан поцеловал тебя, и ты такая счастливая, что не отстаёшь от довольного Кота по странности, подпирая рукой щёку и перевешиваясь через перила.

– Моя Леди, – с улыбкой мурлычет он. – Ты всё-таки влюбилась?

И пихнуть бы его, но в тебе столько радости и любви, что ты можешь только со вздохом опуститься на прутья и растянуть улыбку шире. А Кот кладёт свою голову рядом с твоей и невпопад кидает:

– Это вопрос времени.

И один поцелуй почему-то делает всех вокруг счастливыми. И ты трепещешь, ибо не надеялась увидеть в глазах Адриана, обращённых на тебя, столько чувства. И Маринет с Ледибаг – вместе – улыбаются так открыто, как никогда прежде. И довольный Кот…

От неожиданности вздрагиваешь, смотря в его лицо.

И глаза Кота в полуприщуре смотрят на тебя не с получувством, а так, как ты меньше всего ожидала будут на тебя смотреть.

Ты смотришь на Кота и видишь Адриана. И это явная степень шизофрении, но ты не можешь от неё отказаться хотя бы потому, что сердце теперь бьётся чаще от этих зелёных глаз. А глаза Адриана?…

Кажется, зелёные."
17	"Вокруг да около
            "	https://ficbook.net/readfic/4270543	Nymphalidae	https://ficbook.net/authors/194364	"– Чувак, только не оторви мне ноги или что-нибудь другое… между ними… В любом случае, кто платит, тот заказывает музыку, – Стайлз махал руками в знак того, что готов принять любое решение Дерека. – Но если я состригу еще хоть миллиметр, то у тебя просто не останется волос.

Ножницы свободно болтались на пальцах Стайлза, и Дерек действительно очень хотел бы отвести взгляд. Ему вообще хотелось очень многого, когда дело касалось Стайлза. Именно поэтому Дерек и оказался в такой дурацкой ситуации.

Он сглотнул и кивнул, глядя куда угодно, лишь бы не Стайлзу в глаза.

– Хорошо.

Резко развернувшись, Дерек направился к двери, содрогнувшись от унижения. Ему было настолько не по себе, что он не заметил подошедшего Стайлза, который дернул его за руку, разворачивая.

– Господи боже мой, да пригласи уже меня куда-нибудь! – воскликнул тот, и Дерек распахнул глаза. 

Вау.

– Ты мог сам меня пригласить, – ответил он, чувствуя, как хватка на руке расслабилась и стала больше похожа на поглаживание.

Стайлз откинул голову и засмеялся, и Дерек тут же прикипел взглядом к его шее. Стайлз всегда выставлял ее напоказ, когда работал. А Дереку потом неделями снилось, как он ее облизывает.

– Мне было интересно, сколько ты позволишь состричь твоих волос, прежде чем решишься на что-то, – произнес Стайлз. – Я же не знал, что все.

– Ты… – Дерек запнулся и нахмурился. – Мне нравится, когда мне моют волосы.

По крайней мере, это звучало лучше, чем «У меня стоит на твои руки», – решил Дерек, но улыбка Стайлза намекала, что тот прекрасно понял подтекст. Вспыхнув, Дерек не заметил, как оказался прижатым к входной двери.

– Мытье волос входит в комплекс услуг, если будешь встречаться со мной, – интимно шепнул Стайлз.

Вскинув бровь, Дерек бесстыдно – матерь божья – прижался пахом к бедрам Стайлза, подтащив того ближе.

– А как насчет стрижки?

Стайлз улыбнулся, и Дерек почувствовал эту улыбку губами.

– На какое-то время нам придется от этого отказаться, приятель, – выдохнул Стайлз. – Мне же нужно за что-то держаться."
18	"Законы мугиваровцев
            "	https://ficbook.net/readfic/135645	Lady Rena	https://ficbook.net/authors/56880	"1. Когда Луффи встал, тогда и завтрак.
Уточнение 1. Даже если на холодильнике замки и ловушки.
Следствие 1. Кто встал позже, тот ждет обеда.
Следствие следствия 1. Вся команда просыпается удивительно рано. Но не раньше Санджи, которому жалко холодильник.

2. Где бы ни прилег Зоро на послеобеденный сон, об его ноги обязательно споткнется Санджи.
Следствие 2а. Если Санджи споткнулся - виноват Зоро, даже если его вообще нет на корабле.
Следствие 2б. Если Зоро лег, а Санджи споткнулся, то послеобеденного сна не видать никому. А Усоппу опять чинить Гоинг Мэрри.
Уточнение к 2б. Кроме тех случаев, когда у Нами действительно плохое настроение. Но Усоппу все равно придется чинить Гоинг Мэрри.

3. Кулак навигатора несет просветление и +100 к интеллекту всем, кто в этом нуждается.
Уточнение 3а. Эффект кулака непродолжителен и требует постоянного применения.
Уточнение 3б. Прием действенен только на домашних фруктовиках, мечниках и поварах. Не применять против чужих особей!

4. Куда бы ни спрятался Усопп, он обязательно окажется в гуще сражения.
Уточнение 4. Обычно с помощью Луффи или Нами.
Следствие 4. Безопаснее всего держаться рядом с Зоро. Там не заметят.
Уточнение следствия 4. Кроме того случая с наручниками. Всегда иметь при себе отмычки!

5. Любое лечение будет успешным, приправленное хорошей дозой кавайности.
Уточнение 5. Кавайность не действует на пациента, упорно не желающего соблюдать постельный режим. На такого пациента, пока он не в состоянии держать катаны, разрешается сесть в любой своей форме потяжелее.

6. Можно быть в курсе всего, что происходит на корабле, не сходя с места.
Следствие 6а. Если Робин улыбается, то она что-то знает.
Следствие 6б. Если Робин молчит, то она что-то знает.
Следствие следствий 6а и 6б. Робин знает всё.

7. Команда привыкла всё делать вместе.
Уточнение 7. Обычно один делает (готовит, тренируется, чинит, считает сокровища), а остальные лезут с советами и всячески не дают забыть о своем присутствии.
Добавление 1 к уточнению 7. Никто не подсказывает Чопперу, все потенциальные советчики или сражаются, или лежат рядышком без сознания, следующие в очереди на прием.
Добавление 2 к уточнению 7. Никто не подсказывают Робин, Робин знает все.
Следствие 7а. На Мерри Го нет уединенных мест, даже в туалете может обнаружиться нежеланная компания, и закрытая дверь не поможет.
Следствие 7б. Где появился один мугивара, непременно заявятся все остальные. Будьте осторожны!"
19	"Баловство и шутки
            "	https://ficbook.net/readfic/2021820	Bealltainn	https://ficbook.net/authors/455835	"— Ты можешь постоять на месте хотя бы две минуты? — раздраженно спрашивает Логан, допивая виски одним глотком. Ему не нравятся самолеты, слишком долго приходится восстанавливаться в случае падения, а от всполохов серебряного перед глазами его вот-вот начнет тошнить.
— Две, — Пьетро оказавшись у него за спиной, выдыхает слова, почти касаясь губами мочки уха, — могу, — и в следующую секунду уже сидит в кресле напротив, беззаботный и спокойный. — Покажи еще раз.
Логан пожимает плечами — чем бы дитя ни тешилось — и поворачивает одно из запястий чуть в сторону, чтобы не поцарапать ни себя, ни парнишку. Пьетро с любопытством подается вперед, внимательно разглядывая, как между костяшек пробиваются когти, медленно вспарывая кожу. Слишком медленно. Слишком завораживающе.
— Можно потрогать? — спрашивает он и, не дожидаясь ответа, ведет пальцами по костяным пластинам. Логан не отдергивает руки и не находит причины отказать, по крайней мере, Пьетро больше не мельтешит по салону самолета. — Все-таки это мерзко.
Когти втягиваются, оставляя крошечные ранки; Пьетро видит, как их края смыкаются, скрывая алое нутро.
— Больно выпускать их каждый раз?
— Я привык, — Логан кладет ладонь на подлокотник, расслабляя пальцы. Пьетро задумчиво улыбаясь, наклоняется, проводит горячим влажным языком по ложбинке между костяшками указательного и среднего пальца, где только что срослась кожа.
— Ты что творишь? — шипит Логан. Зрачки расширены, на лице написано возмущение. 
— Балуюсь, — отвечает Пьетро лукаво и оглядывается через плечо на Чарльза и Эрика. — Я сомневаюсь, что их можно отвлечь сейчас, уж слишком они заняты... шахматами.
Иногда Логан жалеет, что не бьет детей, потому что с данным экземпляром это просто необходимая мера.
— Ты меня убьешь, если я тебя поцелую?
— Определенно, да.
— А если после этого я не буду доставать тебя до конца полета? — у Пьетро очаровательная улыбка и ямочки на щеках, и разрешение ему на самом деле не очень то и нужно. Он прихватывает губами губы Логана, быстро, мимолетно, едва ощутимо и отстраняется. — Мы были знакомы в том твоем будущем?
— Ты собирался оставить меня в покое.
— Когда ты ответишь.
— Сейчас.
— Нет, — Логан обреченно вздыхает. Как он мог забыть, что нельзя верить этому наглецу на слово?!
— Были.
— И какой я там? — Пьетро забирается в кресло с ногами, собираясь выслушать потрясающую историю своей жизни. Логан бессильно сжимает кулаки, думая, что сказать, чтобы парень, наконец, отстал.
— Целуешься значительно лучше, — наконец, отвечает он, ухмыляясь. Пьетро вздыхает, смущенно прикусывая нижнюю губу, и замолкает. Он надеется, что это не было шуткой."
20	"Я — идеальный фикрайтер
            "	https://ficbook.net/readfic/1078423	Gilbert Richter	https://ficbook.net/authors/88725	"Добрый день. Я — Идеальный Фикрайтер. Приятно познакомиться.

Но почему же я все-таки идеальный? Все просто. Ведь мой день начинается с того, что в голову приходят новые идеи. Я всегда успеваю их записывать, даже несмотря на то, где я нахожусь: в транспорте ли, на учебе, на прогулке с друзьями или во время сна. Идеи сыпятся на меня градом, и я действительно не знаю, какую из них воплотить в жизнь первой. А времени у меня, к слову, всегда очень много, так что ничего не мешает мне заниматься любимым делом в любое время суток. «А как же лень?» — спросите вы. Так вот. Если честно, я не знаю, что это такое. Я всегда готов творить. Добавляю новые главы своевременно, а читатели никогда не пишут мне личные сообщения, спрашивая, когда будет продолжение. Они всегда ставят много оценок, ведь мои сюжеты уникальны, а ошибок я совсем не допускаю. Я идеально знаю грамматику, орфографию и пунктуацию. Еще и весьма правильно оформляю свои тексты, что, несомненно, радует глаз тех, кто заходит ко мне на профиль. А таких, кстати, довольно много. В день перманентно добавляется не менее двадцати подписчиков, и все они не просто «висят» в списке, а постоянно читают мои работы и оставляют только положительные, развернутые отзывы. Но иногда меня все-таки критикуют, но критика эта обоснованна и конструктивна. У меня нет ни одного комментария, гласящего «Проду!». Если честно, то я никогда не пишу глав меньше, чем пять страниц, ведь моя верная Муза всегда сидит на плече, нашептывая новые идеи и посылая мне тонны вдохновения. Хоть я и грамотный, но у меня все равно есть верная и постоянная бета-помощница, с которой у нас никогда не было ссор и разногласий. К слову, мои работы настолько хорошо оформлены, что на всех них администрация не пожалела синих кристаллов. А я и сам люблю почитать произведения авторов любимого ресурса, и, как это ни странно, всего пару раз натыкался на фанфики «йуных аффторов». Да, понимаю, не все наделены талантом и опытом, но после моих советов они сразу же исправили все свои ошибки и стали писать гораздо лучше. Я всегда рад помочь начинающим. Ах, да, забыл сказать: джен, гет, фемслэш, слэш и даже омегаверс нравятся мне абсолютно одинаково. Я люблю как читать фанфики этих жанров, так и работать в них. Никогда не участвую в спорах «гет или слэш». В ориджиналах и фанфиках, которые я сочиняю, нет места Мэри Сью, а столь сложный жанр, как AU, удается мне с легкостью. И недаром — я всегда строго соблюдаю канон характеров, а мои ОМП и ОЖП нравятся даже придирчивому читателю. Я никогда не начинаю писать, если не имею представления, чем закончится произведение. Если память мне не изменяет, то я ни разу не «замораживал» работы. Что касается постельных сцен, то мои высокорейтинговые фанфики никогда не страдают от «альтернативной анатомии». Я описываю половой акт не только очень грамотно с точки зрения физиологии, но и тонко и чувственно с точки зрения литературного творчества. Естественно, мои работы задерживаются в «популярном» не на один день, а их позиции зачастую довольно высоки.

Я — Идеальный Фикрайтер. Вам, наверное, кажется, что у меня нет проблем на моем поприще? Вы ошибаетесь. Моя главная проблема в том, что меня не существует.
"
